ensembl,WT1,WT2,WT3,WT4,WT5,MT16W1,MT16W2,MT16W3,MT16W4,MT16W5,MT20W1,MT20W2,MT20W3,MT20W4
ENSMUSG00000067919,2.49629,2.72768,3.0495,2.75531,2.55004,2.61894,2.85236,2.89089,3.17554,2.49558,2.41006,2.66394,2.65732,2.57704
ENSMUSG00000063129,3.83048,3.55915,4.07738,3.29562,3.57965,3.6971,3.35274,3.42553,3.88386,3.77727,3.3364,3.41634,3.25655,3.34912
ENSMUSG00000022041,3.21171,3.76152,3.72665,3.69316,3.35326,3.31939,3.3796,3.04381,3.02007,3.44843,3.14408,3.32903,3.26924,3.06185
ENSMUSG00000063849,5.73899,5.64237,5.76828,5.91299,5.8981,5.97195,5.5352,5.56305,5.73676,5.53079,5.92089,5.86363,6.1979,6.49203
ENSMUSG00000031293,3.98089,4.04278,4.71907,4.22499,4.27694,4.47652,4.07171,3.996,4.4898,4.50381,4.03037,4.38529,4.1302,3.90974
ENSMUSG00000086080,3.71682,3.4701,3.36073,3.73686,3.63243,3.50544,3.52088,2.8658,3.18629,3.45538,2.99149,3.19636,3.23008,3.48894
ENSMUSG00000030555,5.58558,5.77322,5.24898,5.55014,5.34299,5.26717,5.58507,5.28106,5.36736,5.22843,5.32466,4.88972,5.38649,5.27132
ENSMUSG00000039599,5.08191,5.48516,4.76427,5.10886,5.19885,4.95308,5.27645,4.9836,5.26631,5.21127,5.4537,5.39814,5.21722,5.75363
ENSMUSG00000025467,3.94305,3.80552,3.7975,3.86394,3.99729,3.87132,3.81515,3.8396,3.907,4.16827,3.63477,4.17091,3.38889,3.33353
ENSMUSG00000097613,3.5685,3.68905,3.57785,3.64758,4.0419,3.57786,3.71747,3.26061,3.56122,3.75668,3.25098,3.66261,3.41762,3.26059
ENSMUSG00000042581,5.63825,5.59903,5.66124,5.49302,5.53596,5.39405,5.2335,5.13818,5.70281,5.7714,5.08109,5.26272,5.2281,5.06455
ENSMUSG00000097277,4.47401,4.42706,4.01437,4.25765,4.45327,4.79883,4.22628,4.19477,3.98344,4.31006,4.36095,4.29515,4.57368,4.42943
ENSMUSG00000024442,4.87974,4.8169,4.97501,4.90453,4.79192,4.64836,5.07402,4.81,5.34332,5.01267,5.21549,5.49506,5.1887,5.35861
ENSMUSG00000023051,6.71937,6.82615,6.72026,6.63583,6.50306,7.02935,6.96975,6.71012,6.8948,6.88839,7.18425,7.23568,7.21302,7.40287
ENSMUSG00000055493,3.51594,3.5986,3.81921,3.48645,3.85227,3.84345,3.54213,3.67121,3.4789,3.75318,3.52019,3.14261,3.19613,3.0055
ENSMUSG00000021335,3.12675,3.23219,3.4228,3.1953,3.17059,3.07782,3.48575,3.05028,3.14623,3.03258,3.25089,3.66142,3.08738,2.95258
ENSMUSG00000090641,3.71061,3.45393,3.31048,3.85483,3.83645,3.50225,3.57732,2.99974,3.56833,3.51233,3.34898,3.31264,3.87335,3.49545
ENSMUSG00000053070,4.67468,4.47865,4.29245,4.81422,4.98421,4.19298,4.39452,4.46032,4.2478,4.52207,4.43617,4.48314,4.49406,4.06328
ENSMUSG00000026755,4.02013,4.15206,4.70968,4.55364,4.56482,4.01163,4.18589,4.52684,4.35443,4.32467,4.47608,4.32305,4.53467,4.71771
ENSMUSG00000021944,3.92893,4.05306,3.87427,4.0583,3.71199,4.21538,3.65633,3.73799,3.71347,3.9656,3.74129,3.63805,3.58125,3.62686
ENSMUSG00000085851,3.52251,3.62642,3.58191,3.35766,3.44022,3.20012,2.82214,3.28013,3.43603,3.88411,3.31628,3.24358,3.27469,3.28679
ENSMUSG00000022174,10.5272,10.5659,10.1573,10.7776,10.291,10.5346,10.4404,10.0991,10.5021,10.492,10.147,10.8681,10.0734,10.2201
ENSMUSG00000034706,3.7957,3.60972,4.00691,4.20609,3.68082,4.08808,3.76332,3.49218,3.73284,4.12571,3.75057,3.60823,3.39432,3.57997
ENSMUSG00000022243,4.74797,4.78562,5.28699,4.64416,4.57623,4.6828,4.63672,4.6124,5.11322,5.17814,4.57511,5.22563,4.68553,4.7856
ENSMUSG00000006736,9.56941,9.62017,9.47519,9.81545,9.43305,9.75316,9.64358,9.18942,9.45202,9.54005,9.33597,9.17152,8.79523,9.52792
ENSMUSG00000045217,3.7231,3.6337,3.85327,4.36531,3.76525,3.89985,3.56033,4.04906,4.09078,3.88243,3.72305,3.73422,3.40053,3.55665
ENSMUSG00000054640,3.9235,4.02949,4.21583,3.97625,3.9816,4.43617,4.31159,4.09278,3.99291,3.63759,4.0212,3.6993,3.88245,3.59083
ENSMUSG00000046541,4.66087,4.51582,4.75614,4.44814,4.38689,4.4115,5.11523,4.36493,4.46953,4.65579,4.41098,4.69156,4.51774,4.28305
ENSMUSG00000073067,3.63011,3.45739,3.71529,3.7755,3.23557,3.53046,3.85634,3.12535,3.86522,3.62549,3.34542,3.1961,3.43989,3.4611
ENSMUSG00000039737,7.43712,7.6767,7.31706,7.6102,7.51711,7.51586,7.45016,7.29374,7.47543,7.50887,7.59764,8.09369,8.03875,7.91042
ENSMUSG00000033898,2.78673,2.62608,2.44586,2.82856,3.48824,2.84602,2.55694,2.6805,2.57219,2.54387,2.48357,2.60666,2.62663,2.64207
ENSMUSG00000020778,6.93594,7.15526,7.08046,7.16579,7.23647,7.1839,7.11415,7.13306,7.44921,6.91183,7.22172,7.24174,7.61674,7.64073
ENSMUSG00000053375,3.60151,3.99135,4.08328,4.07673,3.71653,3.93296,3.73931,3.30739,3.52246,3.78695,3.60455,3.88921,3.56141,3.57093
ENSMUSG00000015405,3.42182,3.39922,3.49005,3.95772,3.48202,3.73824,3.28556,3.43549,3.45764,3.73665,3.14307,3.76809,3.00834,3.22129
ENSMUSG00000046618,4.86361,4.74292,4.86741,4.72106,4.63991,4.29853,4.90884,4.17382,4.67201,4.80394,4.47858,4.72057,4.25935,4.29256
ENSMUSG00000036768,4.11711,4.07781,4.15471,4.12209,3.91839,4.26061,3.86069,3.70592,3.88904,4.35503,4.08379,4.25822,4.49655,4.50142
ENSMUSG00000090236,5.54539,5.34554,5.78404,5.5983,5.38612,5.71334,5.64161,5.49667,5.37485,5.50741,5.20447,6.16518,5.35003,5.14347
ENSMUSG00000024013,5.71727,5.92774,5.59856,6.24999,5.60728,5.98874,5.93485,5.66651,5.93664,5.73821,5.93244,6.27531,5.62363,6.1835
ENSMUSG00000038930,5.98708,6.01617,5.76423,5.87611,5.44454,6.01994,6.06617,5.96139,6.03304,5.77131,5.82292,6.05751,5.37273,6.39947
ENSMUSG00000042428,4.50566,4.375,4.41797,4.26177,4.45407,4.45233,4.41926,4.26601,4.6294,4.45149,3.89681,4.8914,4.8914,4.42539
ENSMUSG00000059820,6.01602,5.93501,5.23497,5.7033,5.59097,5.70021,5.32962,5.68229,5.91316,5.75745,5.80688,5.95239,5.94134,6.22792
ENSMUSG00000020622,2.722,2.68276,2.74766,3.3316,2.43836,2.93999,2.65415,2.47281,2.93835,2.48414,2.50057,3.04983,2.68276,2.5137
ENSMUSG00000022842,6.85571,7.01392,6.40904,7.0587,6.69859,6.87151,6.78041,6.4512,7.07824,6.88887,6.72888,7.21676,6.64209,6.60351
ENSMUSG00000034807,6.9594,7.5017,7.47379,7.55887,7.19034,7.11168,7.10558,7.2977,7.34325,7.20883,7.44963,7.86296,7.55104,7.41618
ENSMUSG00000020037,4.26644,3.97263,4.44348,4.32388,4.25522,3.84266,4.06051,3.84849,4.05685,4.26066,4.18279,4.10098,4.13702,4.07098
ENSMUSG00000019464,4.37694,4.36081,4.69178,4.63994,4.09358,4.34438,4.21928,4.07018,4.5101,4.18544,4.14137,4.6341,4.30972,4.30207
ENSMUSG00000040405,3.44854,3.54446,3.26882,3.3506,3.65268,3.14724,3.23463,3.31842,3.42959,3.75402,3.56156,3.87571,3.47292,3.41932
ENSMUSG00000030217,3.17382,3.48796,3.26658,3.51556,3.50854,3.37811,3.29807,4.06012,3.03741,3.55008,3.23714,3.37378,3.19534,3.62927
ENSMUSG00000026729,3.36672,3.40807,3.56768,3.75389,3.41696,3.1792,3.53584,3.04781,3.28579,3.47076,3.39118,3.26682,3.57323,3.21026
ENSMUSG00000028280,3.27019,3.23686,3.82023,3.4084,3.04177,3.38275,3.48684,3.33746,3.46454,3.69925,3.15848,3.20746,3.2083,2.8237
ENSMUSG00000056728,3.1868,3.08975,3.68629,3.12824,2.83815,3.15291,3.31708,3.17897,3.40691,3.22774,3.05165,3.48245,3.30733,3.21003
ENSMUSG00000025237,2.87397,2.82785,2.8237,2.85188,2.80248,2.82064,2.65065,3.03175,2.90399,3.05493,2.84958,3.6758,3.29207,2.85068
ENSMUSG00000021219,3.14372,3.03131,3.0622,3.53535,3.05856,2.8788,3.28929,2.66171,3.26004,2.86863,2.87674,2.82544,2.95778,2.62492
ENSMUSG00000046093,2.95175,2.9652,3.3503,3.07296,3.0181,3.05058,3.24557,3.30597,2.91188,3.18203,2.74191,2.53941,2.7186,2.93778
ENSMUSG00000068117,3.14282,3.11946,3.51921,3.35785,3.22119,2.76855,3.02654,2.89464,3.64046,3.40055,3.06592,3.12889,2.88799,3.0515
ENSMUSG00000030435,8.98631,8.89739,8.73116,8.93032,8.67053,9.05382,8.84728,8.95264,9.19204,9.20034,9.26579,9.42174,9.27595,9.58455
ENSMUSG00000026181,6.96406,6.84042,6.6383,7.14405,6.91694,6.85344,6.8607,6.64262,6.98108,6.87431,6.93573,7.24533,6.22385,6.82075
ENSMUSG00000002949,9.12499,9.08251,9.26721,8.94487,9.06067,9.1653,8.86119,8.73924,9.1317,8.89222,8.7887,8.69766,8.58477,8.66415
ENSMUSG00000037339,7.12861,7.16878,7.46154,7.21051,7.072,6.8807,6.93097,7.11144,7.08271,7.03583,6.52484,6.90701,6.57822,6.61461
ENSMUSG00000035522,4.51172,4.66966,5.14695,4.74528,4.50649,4.60452,4.52838,4.48887,4.71649,4.71568,4.46107,4.52617,4.14319,4.3662
ENSMUSG00000021596,3.27824,3.19413,3.22903,3.46671,3.24119,3.35306,3.35573,3.52475,3.16889,3.34321,2.99978,3.04373,2.97765,2.94073
ENSMUSG00000042121,5.27048,5.47527,5.7221,5.47118,5.15538,5.42192,5.22166,4.87027,5.59533,5.40961,5.04934,4.94514,5.17319,4.9739
ENSMUSG00000032806,6.55536,6.88046,6.30761,6.83738,6.23349,6.65437,6.89953,6.35503,6.55962,6.81301,6.35523,6.87828,6.9702,6.53358
ENSMUSG00000087038,3.77546,3.43413,3.83342,3.17788,3.5214,3.10752,3.25357,3.56448,3.38366,3.61442,3.33265,3.62777,3.73486,3.51381
ENSMUSG00000007209,3.87229,3.99129,3.99273,3.44332,3.89483,3.32459,3.8113,3.43391,3.93224,3.89302,3.985,3.53745,3.92441,3.73832
ENSMUSG00000036422,3.0942,2.87291,3.23855,3.16393,2.44883,2.86712,2.86614,2.73296,2.99923,2.86712,2.71277,3.2439,3.09885,2.64409
ENSMUSG00000035900,7.52534,7.40578,7.16492,7.41247,7.209,7.50391,7.85272,7.6,7.54298,7.36797,8.06816,7.44805,7.97475,7.6491
ENSMUSG00000022211,4.79418,4.81792,4.57691,4.69559,4.83922,4.94406,4.76706,4.37401,4.7967,5.12314,4.59124,4.36968,4.52242,4.37232
ENSMUSG00000040651,7.32056,7.26978,7.07764,7.1973,7.46619,7.28954,7.11491,7.46873,6.72762,6.95916,7.0036,7.02015,7.70112,7.23737
ENSMUSG00000089682,4.8218,5.18774,5.14895,5.70658,5.28039,5.39101,5.38497,5.32226,5.38197,5.37506,5.25986,5.66726,5.55183,5.47914
ENSMUSG00000047878,4.49249,4.46864,4.46774,4.88988,4.01957,4.29293,4.24106,4.08934,4.19677,4.20412,4.12037,4.18935,4.05537,3.86423
ENSMUSG00000021879,2.82554,2.92551,3.12628,2.95498,2.73203,2.69993,2.84517,2.79457,2.6043,3.08244,2.7903,2.35968,2.90185,2.4916
ENSMUSG00000026163,3.37574,3.57961,3.70204,3.86806,3.14706,3.1651,3.45378,3.0592,3.3094,3.51465,3.20974,3.0592,2.99292,3.09869
ENSMUSG00000071477,7.07024,6.94511,7.15155,7.00228,6.98514,7.17781,6.55809,6.87863,6.88721,6.68244,6.78485,7.6011,6.77712,7.33735
ENSMUSG00000062753,6.54529,6.94679,6.7258,7.32773,6.86652,6.76906,6.59126,6.73271,6.7251,6.70838,6.82497,6.54905,6.86375,7.40312
ENSMUSG00000053963,4.11537,3.96164,4.31003,4.10716,4.01716,4.06506,3.86816,3.68131,4.32603,4.03318,4.0015,3.83267,3.55204,3.82701
ENSMUSG00000000157,4.65736,4.32143,4.8712,5.0532,4.61229,4.94713,4.79256,4.57907,4.64984,4.73164,4.34837,5.04254,4.41736,4.65862
ENSMUSG00000032040,7.63998,7.85962,7.51145,7.95208,7.79246,7.9398,8.07647,7.75767,7.9929,7.84639,8.17307,8.21194,8.03103,8.30364
ENSMUSG00000026694,4.25403,4.22435,4.44316,4.32816,4.31187,3.70812,3.94436,4.05684,4.16079,3.87518,4.01023,3.71324,4.1395,4.16559
ENSMUSG00000035614,9.30593,9.26255,9.11456,9.14443,9.3686,9.05792,9.00529,9.48817,9.17056,9.14033,9.08999,8.6319,9.54778,9.50823
ENSMUSG00000039981,3.06585,3.38271,3.06449,3.42744,3.06573,3.35113,3.70656,3.48262,3.44132,3.35113,3.43326,3.85779,3.39119,3.60374
ENSMUSG00000020079,7.44374,7.58667,7.22965,7.48064,7.30388,7.5133,7.5303,7.25725,7.30602,7.35079,7.27374,6.95922,6.88403,7.36338
ENSMUSG00000039988,4.05884,4.13494,4.53069,4.23972,4.00444,4.21706,4.41406,3.94565,4.15331,4.09204,4.06964,3.77311,3.77432,3.85943
ENSMUSG00000015316,3.74609,3.5967,3.82023,3.79118,3.76154,3.51065,3.38624,3.81252,3.62664,3.85897,3.75638,3.27883,3.59394,3.89129
ENSMUSG00000020317,3.18969,3.05057,3.56216,3.03915,3.05384,3.19434,3.30056,3.15382,3.71288,3.45007,3.27686,3.20609,2.94122,3.1856
ENSMUSG00000008892,11.1324,10.9711,11.2267,10.435,10.982,10.6863,10.8295,11.1405,11.0589,10.8604,11.1444,10.9376,11.24,11.0081
ENSMUSG00000029697,3.10599,3.15343,3.72935,3.65403,2.95993,3.33245,3.59767,3.20193,3.2728,3.08829,3.22753,3.29094,3.27354,3.37407
ENSMUSG00000039206,5.95534,6.06303,6.08978,6.36285,5.92379,5.83222,5.90427,5.84512,6.14147,5.61407,5.67879,5.53391,5.74593,5.66865
ENSMUSG00000006906,6.15016,6.76998,6.7867,6.79888,6.90028,6.51005,7.02219,6.80547,6.65663,6.68956,6.7629,7.05339,6.57872,6.30929
ENSMUSG00000041079,6.31579,6.44721,6.20607,6.49736,6.13268,6.24338,6.53565,6.32244,6.56553,6.5296,6.60574,6.98188,6.39202,6.71996
ENSMUSG00000026573,3.9235,3.95146,3.98423,4.28555,4.10358,4.48272,4.10008,4.31596,4.21723,4.12571,3.64088,4.2926,3.67073,4.07731
ENSMUSG00000097348,3.69078,3.59602,4.19246,4.0317,3.39155,3.6253,3.41298,3.56303,3.55889,3.60788,3.46026,3.41634,3.38666,3.29385
ENSMUSG00000038957,6.98279,6.82615,6.82085,7.02578,6.9898,6.88688,6.65704,6.84634,6.96843,6.77602,7.40373,7.12121,7.31288,7.46508
ENSMUSG00000043773,3.05763,3.40055,3.56216,3.34514,3.04177,3.45745,3.44239,3.34463,3.39892,3.24576,2.89464,3.31628,3.0089,3.18509
ENSMUSG00000028751,3.3184,3.8059,3.55938,3.8486,3.36899,3.69712,3.83126,3.40603,4.14917,3.68375,3.49817,4.02985,3.60991,3.41338
ENSMUSG00000035864,2.88499,3.40055,3.55316,3.77211,3.13293,3.49237,3.42817,3.02751,3.36036,3.37252,3.10612,3.66157,3.10647,3.34243
ENSMUSG00000005800,2.92768,3.07309,3.64367,3.20572,3.01457,3.12921,3.10465,2.99383,3.3008,3.02529,2.84335,3.66543,3.08688,3.05805
ENSMUSG00000023433,3.37574,3.52936,3.73824,3.54838,3.37031,3.73824,3.52657,3.35337,3.9588,3.5962,3.27322,3.1365,3.46591,3.48325
ENSMUSG00000022228,9.42581,9.38379,9.54345,9.42906,9.59001,9.37802,9.23374,9.78799,9.26219,9.05619,9.35344,8.89485,9.26974,9.33469
ENSMUSG00000025038,3.71992,3.46657,3.56015,3.37539,3.31147,3.27618,3.10942,3.18361,3.53011,3.65847,3.31686,3.16315,3.06471,2.96599
ENSMUSG00000032519,6.72296,6.74476,6.88989,7.22404,6.91202,7.1439,6.88633,6.52162,7.03349,7.03209,6.65535,6.93774,6.38888,6.66168
ENSMUSG00000005610,12.3064,12.0687,11.8465,11.823,12.1875,11.9086,11.9116,12.3061,11.7393,12.3551,12.4446,12.2009,12.5622,12.4048
ENSMUSG00000045515,3.29765,3.57103,4.14568,3.63077,3.23007,3.60766,3.4246,3.13394,3.45502,3.53566,3.20138,3.58489,3.45984,3.35886
ENSMUSG00000099825,4.34527,4.41307,4.60291,3.96696,4.10167,4.32404,4.66024,4.04999,4.44668,4.14074,4.03147,4.16131,4.15483,3.95897
ENSMUSG00000040600,3.48467,3.45102,3.89151,3.82251,3.46054,3.29154,3.17924,2.97308,3.39678,3.38074,3.42296,3.53481,3.28619,3.3779
ENSMUSG00000016528,8.46434,8.35134,8.21397,8.40256,8.02786,8.06028,8.20469,8.05132,8.35635,8.50204,8.27859,8.47307,8.8524,8.07725
ENSMUSG00000038745,4.15005,3.92117,4.45585,4.25474,4.03403,4.17359,4.1314,3.85466,4.05685,4.10674,3.85453,4.46155,3.71689,3.6275
ENSMUSG00000032330,11.8411,11.886,11.8219,11.8096,11.7564,11.9279,11.8499,11.5582,11.6409,11.9389,11.5113,11.2172,11.1985,11.5447
ENSMUSG00000034538,4.01719,3.68766,3.73013,3.92374,3.88678,3.89783,3.97786,3.43942,3.75785,3.82947,3.86088,3.93732,4.29723,4.52715
ENSMUSG00000019428,8.05136,8.26658,7.81962,8.12666,7.91309,8.34844,7.7603,7.78501,8.15933,8.5853,8.16495,8.48914,7.96307,8.29448
ENSMUSG00000047423,7.10239,7.28434,7.11658,7.29878,7.23346,7.37084,7.13211,7.10743,7.15808,7.36499,6.71323,6.70938,6.55539,6.99698
ENSMUSG00000020892,5.49846,4.72374,5.51644,5.39092,5.13066,5.39603,5.34542,5.09829,5.43432,5.5126,5.04968,5.00134,4.98663,5.21722
ENSMUSG00000051735,4.24876,4.28842,4.71034,4.49793,4.12464,4.63224,4.61397,4.33712,3.9588,4.49632,4.24621,4.54772,4.29182,4.6168
ENSMUSG00000031131,3.62668,3.71359,4.21387,3.9235,3.78384,3.69564,3.74763,3.48744,4.10942,3.66013,3.74033,3.54257,3.46332,3.8719
ENSMUSG00000035629,6.67744,6.5207,6.59883,6.55933,6.7567,6.6404,6.35683,6.41964,6.24468,6.99689,6.50513,6.93388,6.12142,6.94995
ENSMUSG00000028292,8.40221,8.39133,8.53421,8.5302,8.28609,8.40251,8.74074,8.20279,8.30232,8.34472,8.01688,8.10116,7.62797,8.18286
ENSMUSG00000060890,2.62214,2.66131,2.80713,3.08511,2.59192,3.0737,2.8237,2.70255,3.57425,2.76975,2.91197,3.14129,2.84668,2.94627
ENSMUSG00000105274,3.66387,3.74129,3.65006,3.6793,4.01573,3.80421,3.6337,3.23541,3.41702,4.0527,3.78776,3.88678,3.60687,3.35649
ENSMUSG00000043987,7.46326,7.53075,6.9936,7.39163,7.4257,7.49733,7.57174,7.61444,7.56585,7.33607,7.72417,7.6953,7.39954,8.02524
ENSMUSG00000060691,3.70082,3.61341,4.14346,4.12249,3.71014,3.96863,3.9225,3.65355,4.02699,3.81679,3.62195,3.89745,3.45344,3.57562
ENSMUSG00000030525,3.66211,3.6918,3.82537,4.17908,3.57099,3.66649,3.68523,3.30111,4.02771,3.85012,3.54237,3.9058,3.59512,3.70035
ENSMUSG00000026616,3.03914,3.41608,3.70678,3.3398,3.20811,3.49874,3.76114,2.84781,3.52061,3.51449,3.24701,3.599,3.17793,3.27432
ENSMUSG00000024254,5.21669,5.25868,5.84697,5.58929,5.48786,5.27603,5.15154,5.06011,5.18468,5.59227,5.32493,5.21086,5.3144,5.80364
ENSMUSG00000036561,6.23053,6.1279,6.42295,6.22179,6.00192,5.78823,5.9993,6.04119,6.24229,6.17957,5.74087,5.78293,5.57637,5.72366
ENSMUSG00000047728,4.12092,4.10336,4.13257,4.21132,3.90623,4.25578,3.85588,3.74725,4.26044,4.24015,3.62911,4.05528,3.61114,3.63615
ENSMUSG00000032370,7.72813,7.70465,7.42125,7.50404,7.38257,7.15935,7.38344,7.30587,7.36156,7.48164,7.08063,7.20752,6.83194,7.12841
ENSMUSG00000002635,7.44821,7.40478,7.13343,7.12608,7.1604,6.99917,7.24142,7.52618,7.11145,7.16102,7.47281,7.28311,7.47369,7.91887
ENSMUSG00000005357,3.84735,3.36279,3.94643,3.60583,3.50725,3.46732,3.78083,3.37901,3.80122,3.57848,3.46706,3.71831,3.2241,3.15053
ENSMUSG00000021313,3.2523,3.13327,3.81691,2.96463,3.24115,3.35816,3.10269,3.41994,3.53892,3.32096,2.90722,3.22095,3.4079,3.43211
ENSMUSG00000057170,4.5432,4.42303,4.47583,4.67316,4.39061,4.31455,4.41787,3.99515,4.4347,4.62802,4.11536,4.08631,3.8725,3.91292
ENSMUSG00000037563,2.83984,2.86081,3.34861,3.4246,2.74705,2.58132,3.00392,2.54222,2.6368,2.91041,2.75998,2.7521,2.73796,2.7398
ENSMUSG00000079478,5.90424,6.01367,5.63661,5.82053,5.55313,5.83285,6.0047,5.50129,6.2095,5.35633,5.74366,5.65186,6.06049,6.2343
ENSMUSG00000030752,4.52151,4.74348,4.71112,4.7861,4.51011,4.95204,5.23299,4.53659,5.17667,4.90815,5.00788,5.08683,5.05038,5.12988
ENSMUSG00000022208,4.08408,4.02922,4.38854,4.08397,3.60814,4.10948,3.9039,3.59247,3.9588,4.16983,3.91307,3.89436,3.83156,3.44434
ENSMUSG00000030468,4.16913,3.78108,4.63838,4.2883,4.04926,4.22553,4.29445,4.00766,4.15897,4.41642,3.71073,4.07073,3.65939,4.09488
ENSMUSG00000002778,10.4414,10.4858,10.255,10.5803,10.5683,10.2075,10.0029,10.4312,10.1019,10.5042,10.2273,9.9154,9.9588,10.7421
ENSMUSG00000079260,5.47986,5.34076,5.29982,5.62864,5.28185,5.49868,5.57918,5.36223,5.58151,5.43273,5.65262,6.12067,5.45273,5.85804
ENSMUSG00000020674,9.92365,9.78522,9.66135,9.97149,9.8783,9.47832,9.81649,9.85773,9.69211,9.35309,9.79318,9.95818,10.1842,9.34621
ENSMUSG00000028156,8.20669,7.98329,7.77567,7.7827,7.71197,7.92602,8.05151,7.92804,8.16341,7.77303,8.4308,8.40521,8.44584,8.20652
ENSMUSG00000025983,3.94072,4.01624,4.26634,4.08718,3.86467,4.12296,4.27,3.87052,4.1174,4.32125,3.7608,4.03865,3.99318,3.89267
ENSMUSG00000021590,4.88365,4.88027,5.2262,5.25325,4.62981,4.90165,4.77504,4.85145,5.03175,5.07,4.47038,4.69458,4.44631,4.47288
ENSMUSG00000046351,7.0757,7.24592,7.04019,7.26383,7.44336,6.99918,6.67997,7.50689,6.83355,6.77602,6.98343,6.91595,7.02633,7.22056
ENSMUSG00000001794,10.5676,10.7804,10.6477,10.8751,10.5599,10.8667,10.5944,10.4989,10.4971,10.7583,10.8499,10.8453,10.2515,11.3925
ENSMUSG00000034730,5.18335,5.21471,5.41065,5.35491,5.29822,5.35655,5.25557,5.21883,5.39107,5.45919,5.4129,6.05716,5.51693,5.78139
ENSMUSG00000023980,6.67994,6.37325,6.41534,6.577,6.62885,6.76661,6.50266,6.70144,6.52784,6.49032,7.0271,6.7933,7.14072,7.1769
ENSMUSG00000000958,6.6075,6.6216,6.51776,7.04269,6.55059,6.80721,6.72679,6.79618,6.80192,6.70038,7.02462,7.03185,6.50099,6.88912
ENSMUSG00000002100,4.51007,4.12986,4.502,4.54097,4.05685,4.44468,4.60713,3.94294,4.40316,4.28641,4.23956,4.37615,4.0665,3.98233
ENSMUSG00000054901,2.93751,2.79568,3.00388,3.17137,2.93363,3.06444,2.98641,2.62703,3.28703,2.99396,2.78385,3.48634,3.16762,2.8408
ENSMUSG00000031809,4.74206,4.72502,4.61131,4.71495,4.50504,4.50208,4.47288,4.5854,4.50556,4.77816,4.35781,4.14603,4.29543,4.394
ENSMUSG00000062991,3.47544,3.02923,2.97042,2.93815,3.04177,2.93212,2.6424,2.84228,3.05058,2.85434,3.25294,3.01237,2.75531,2.876
ENSMUSG00000026803,3.82173,3.97051,4.50896,4.11186,3.90471,4.06747,4.07001,4.22552,4.48231,3.92369,3.74211,4.33521,3.88561,4.2622
ENSMUSG00000062591,5.04313,4.80316,5.38324,4.82177,4.77891,4.89702,4.53906,4.46484,4.80394,5.0913,4.67855,4.70457,4.50933,4.43414
ENSMUSG00000030688,8.83365,9.04152,8.99971,8.96897,8.90031,8.99689,8.75826,8.66021,9.17343,9.47745,8.79898,9.05253,8.69082,9.28531
ENSMUSG00000039262,7.44328,7.64517,8.05641,7.76225,7.70269,7.8103,7.675,8.041,8.15006,7.90541,8.23084,7.96006,7.95468,8.07523
ENSMUSG00000031450,3.095,3.11701,3.20225,3.05637,3.44424,2.93172,3.1542,2.89464,3.19597,3.09811,2.93616,2.67189,3.14088,3.28221
ENSMUSG00000016495,9.04843,9.13687,8.98952,9.14224,9.16227,9.15186,9.44737,9.23488,8.78212,9.19061,8.73785,9.04489,8.43303,8.68932
ENSMUSG00000074437,3.71731,3.74195,4.16624,3.56374,3.93969,3.42388,3.40456,3.36973,3.3834,3.86399,3.59721,3.81578,3.63924,3.63961
ENSMUSG00000034117,4.6512,4.89692,4.86806,5.20981,4.72839,4.95121,4.64704,4.68395,4.87781,4.84717,4.80501,4.70451,4.12058,4.40416
ENSMUSG00000030271,4.14295,4.65099,4.18068,4.0069,4.04288,4.29785,4.09078,4.02421,3.58383,4.41851,4.27633,4.41468,4.37483,4.27774
ENSMUSG00000037761,3.99828,3.95483,4.27441,3.64033,3.94675,3.97086,4.32714,3.85376,3.8867,4.2521,4.05299,3.77468,3.78295,4.58925
ENSMUSG00000089876,5.70029,5.48619,5.94377,6.01145,5.43856,5.57834,5.84117,5.18675,5.67426,5.83234,5.64273,5.95327,5.51996,5.86017
ENSMUSG00000030890,9.45494,9.55631,8.93725,9.45644,9.055,9.41039,9.05752,9.12096,9.29036,9.60995,8.97619,9.32327,8.96261,9.36409
ENSMUSG00000050989,7.14604,7.31719,6.71655,7.15955,6.72863,6.84074,6.55848,6.88159,6.93065,6.95872,6.81856,6.81785,6.56685,7.05982
ENSMUSG00000022269,2.90611,2.79867,2.88425,3.06321,3.17838,2.90973,2.96236,2.50059,2.83219,2.94365,2.6937,2.52644,2.38151,2.52422
ENSMUSG00000024124,3.60426,3.49307,3.74058,3.42931,3.33928,3.22899,3.14749,3.06756,3.50805,3.8508,3.54215,3.73979,3.11293,3.50684
ENSMUSG00000052428,10.4393,10.5462,10.1745,10.4987,10.5077,10.3414,10.3922,10.292,10.1954,10.6495,10.156,9.81085,10.6413,9.98192
ENSMUSG00000049044,3.26689,3.61188,3.67657,3.20824,3.37574,3.70569,3.07934,2.92567,3.34929,3.31963,3.26331,3.3225,3.20919,2.96038
ENSMUSG00000038612,8.3624,8.5204,8.36764,8.5864,8.2962,8.35106,8.72425,8.63128,8.66933,8.43216,8.82008,8.86086,8.81422,8.63161
ENSMUSG00000024502,3.01548,3.0914,3.11315,2.90944,3.27459,2.71709,2.68571,2.70841,2.67566,3.1118,2.89752,2.88677,2.65732,2.64117
ENSMUSG00000045007,2.63264,2.65694,3.1722,2.92522,2.7849,2.60666,2.7475,2.49202,2.8717,2.92559,3.17591,3.02284,2.76166,3.27156
